QTPy channel,Samples averaged,ADC code,QTPy identifier
AI5,10,59485.4,48ca43576cdc
AI6,10,59485.5,48ca43576cdc
AI7,10,59902.5,48ca43576cdc
AI0,20,59895.5,48ca43576cdc
AI1,20,59846.8,48ca43576cdc
AI2,20,59499.3,48ca43576cdc
AI3,20,59548.0,48ca43576cdc
AI4,20,59527.0,48ca43576cdc
AI5,20,59517.1,48ca43576cdc
AI6,20,59551.0,48ca43576cdc
AI7,20,59899.5,48ca43576cdc
AI0,50,59903.7,48ca43576cdc
AI1,50,59851.6,48ca43576cdc
AI2,50,59533.1,48ca43576cdc
AI3,50,59506.5,48ca43576cdc
AI4,50,59467.5,48ca43576cdc
AI5,50,59516.0,48ca43576cdc
AI6,50,59533.4,48ca43576cdc
AI7,50,59859.5,48ca43576cdc
AI0,100,59882.4,48ca43576cdc
AI1,100,59862.5,48ca43576cdc
AI2,100,59586.6,48ca43576cdc
AI3,100,59550.9,48ca43576cdc
AI4,100,59509.6,48ca43576cdc
AI5,100,59545.0,48ca43576cdc
AI6,100,59578.7,48ca43576cdc
AI7,100,59870.7,48ca43576cdc
AI0,200,59883.6,48ca43576cdc
AI1,200,59878.3,48ca43576cdc
AI2,200,59556.1,48ca43576cdc
AI3,200,59573.5,48ca43576cdc
AI4,200,59533.5,48ca43576cdc
AI5,200,59569.5,48ca43576cdc
AI6,200,59564.7,48ca43576cdc
AI7,200,59852.8,48ca43576cdc
AI0,500,59872.2,48ca43576cdc
AI1,500,59871.0,48ca43576cdc
AI2,500,59538.8,48ca43576cdc
AI3,500,59569.7,48ca43576cdc
AI4,500,59561.7,48ca43576cdc
AI5,500,59549.5,48ca43576cdc
AI6,500,59569.3,48ca43576cdc
AI7,500,59872.1,48ca43576cdc
AI0,1000,59882.2,48ca43576cdc
AI1,1000,59874.6,48ca43576cdc
AI2,1000,59546.6,48ca43576cdc
AI3,1000,59569.5,48ca43576cdc
AI4,1000,59537.3,48ca43576cdc
AI5,1000,59555.5,48ca43576cdc
AI6,1000,59564.3,48ca43576cdc
AI7,1000,59874.5,48ca43576cdc
AI0,2000,59870.5,48ca43576cdc
AI1,2000,59876.7,48ca43576cdc
AI2,2000,59550.3,48ca43576cdc
AI3,2000,59575.1,48ca43576cdc
AI4,2000,59562.6,48ca43576cdc
AI5,2000,59560.3,48ca43576cdc
AI6,2000,59553.7,48ca43576cdc
AI7,2000,59874.7,48ca43576cdc
AI0,1,59914.0,48ca43576cdc
AI1,1,59895.0,48ca43576cdc
AI2,1,59497.0,48ca43576cdc
AI3,1,59656.0,48ca43576cdc
AI4,1,59577.0,48ca43576cdc
AI5,1,59497.0,48ca43576cdc
AI6,1,59338.0,48ca43576cdc
AI7,1,59656.0,48ca43576cdc
AI0,10,59932.2,48ca43576cdc
AI1,10,59910.4,48ca43576cdc
AI2,10,59608.4,48ca43576cdc
AI3,10,59499.4,48ca43576cdc
AI4,10,59473.6,48ca43576cdc
AI5,10,59554.8,48ca43576cdc
AI6,10,59449.7,48ca43576cdc
AI7,10,59864.7,48ca43576cdc
AI0,20,59832.9,48ca43576cdc
AI1,20,59854.9,48ca43576cdc
AI2,20,59604.5,48ca43576cdc
AI3,20,59620.3,48ca43576cdc
AI4,20,59523.1,48ca43576cdc
AI5,20,59503.3,48ca43576cdc
AI6,20,59548.0,48ca43576cdc
AI7,20,59883.5,48ca43576cdc
AI0,50,59907.6,48ca43576cdc
AI1,50,59888.2,48ca43576cdc
AI2,50,59565.2,48ca43576cdc
AI3,50,59573.2,48ca43576cdc
AI4,50,59498.4,48ca43576cdc
AI5,50,59560.9,48ca43576cdc
AI6,50,59573.6,48ca43576cdc
AI7,50,59898.5,48ca43576cdc
AI0,100,59881.7,48ca43576cdc
AI1,100,59869.9,48ca43576cdc
AI2,100,59566.8,48ca43576cdc
AI3,100,59539.8,48ca43576cdc
AI4,100,59583.7,48ca43576cdc
AI5,100,59583.9,48ca43576cdc
AI6,100,59587.7,48ca43576cdc
AI7,100,59846.5,48ca43576cdc
AI0,200,59883.9,48ca43576cdc
AI1,200,59881.8,48ca43576cdc
AI2,200,59567.2,48ca43576cdc
AI3,200,59590.5,48ca43576cdc
AI4,200,59561.9,48ca43576cdc
AI5,200,59553.2,48ca43576cdc
AI6,200,59591.3,48ca43576cdc
AI7,200,59865.1,48ca43576cdc
AI0,500,59881.9,48ca43576cdc
AI1,500,59872.4,48ca43576cdc
AI2,500,59568.0,48ca43576cdc
AI3,500,59574.8,48ca43576cdc
AI4,500,59551.1,48ca43576cdc
AI5,500,59567.3,48ca43576cdc
AI6,500,59568.1,48ca43576cdc
AI7,500,59878.7,48ca43576cdc
AI0,1000,59871.5,48ca43576cdc
AI1,1000,59874.7,48ca43576cdc
AI2,1000,59545.5,48ca43576cdc
AI3,1000,59553.5,48ca43576cdc
AI4,1000,59559.1,48ca43576cdc
AI5,1000,59553.9,48ca43576cdc
AI6,1000,59571.4,48ca43576cdc
AI7,1000,59873.0,48ca43576cdc
AI0,2000,59875.2,48ca43576cdc
AI1,2000,59881.2,48ca43576cdc
AI2,2000,59561.4,48ca43576cdc
AI3,2000,59580.7,48ca43576cdc
AI4,2000,59556.6,48ca43576cdc
AI5,2000,59557.5,48ca43576cdc
AI6,2000,59565.3,48ca43576cdc
AI7,2000,59871.2,48ca43576cdc
