QTPy channel,Samples averaged,ADC code,QTPy identifier
AI1,200,2944.9,48ca43576cdc
AI2,200,2546.36,48ca43576cdc
AI3,200,2565.22,48ca43576cdc
AI4,200,2576.68,48ca43576cdc
AI5,200,2579.96,48ca43576cdc
AI6,200,2579.04,48ca43576cdc
AI7,200,2931.96,48ca43576cdc
AI0,500,2942.19,48ca43576cdc
AI1,500,2942.39,48ca43576cdc
AI2,500,2552.15,48ca43576cdc
AI3,500,2559.6,48ca43576cdc
AI4,500,2566.01,48ca43576cdc
AI5,500,2575.56,48ca43576cdc
AI6,500,2577.43,48ca43576cdc
AI7,500,2939.57,48ca43576cdc
AI0,1000,2938.28,48ca43576cdc
AI1,1000,2940.75,48ca43576cdc
AI2,1000,2575.63,48ca43576cdc
AI3,1000,2567.81,48ca43576cdc
AI4,1000,2583.32,48ca43576cdc
AI5,1000,2579.58,48ca43576cdc
AI6,1000,2589.34,48ca43576cdc
AI7,1000,2934.49,48ca43576cdc
AI0,2000,2937.77,48ca43576cdc
AI1,2000,2937.08,48ca43576cdc
AI2,2000,2562.69,48ca43576cdc
AI3,2000,2572.05,48ca43576cdc
AI4,2000,2575.12,48ca43576cdc
AI5,2000,2571.89,48ca43576cdc
AI6,2000,2581.43,48ca43576cdc
AI7,2000,2938.16,48ca43576cdc
AI0,1,2919.0,48ca43576cdc
AI1,1,2959.0,48ca43576cdc
AI2,1,2581.0,48ca43576cdc
AI3,1,2482.0,48ca43576cdc
AI4,1,2740.0,48ca43576cdc
AI5,1,2780.0,48ca43576cdc
AI6,1,2740.0,48ca43576cdc
AI7,1,2919.0,48ca43576cdc
AI0,10,2928.7,48ca43576cdc
AI1,10,2897.0,48ca43576cdc
AI2,10,2484.0,48ca43576cdc
AI3,10,2515.7,48ca43576cdc
AI4,10,2622.8,48ca43576cdc
AI5,10,2537.5,48ca43576cdc
AI6,10,2620.8,48ca43576cdc
AI7,10,2952.7,48ca43576cdc
AI0,20,2962.55,48ca43576cdc
AI1,20,2876.15,48ca43576cdc
AI2,20,2605.0,48ca43576cdc
AI3,20,2571.25,48ca43576cdc
AI4,20,2547.45,48ca43576cdc
AI5,20,2530.55,48ca43576cdc
AI6,20,2573.3,48ca43576cdc
AI7,20,2957.5,48ca43576cdc
AI0,50,2937.54,48ca43576cdc
AI1,50,2986.46,48ca43576cdc
AI2,50,2579.18,48ca43576cdc
AI3,50,2567.64,48ca43576cdc
AI4,50,2516.82,48ca43576cdc
AI5,50,2548.22,48ca43576cdc
AI6,50,2511.7,48ca43576cdc
AI7,50,2937.9,48ca43576cdc
AI0,100,2951.62,48ca43576cdc
AI1,100,2937.15,48ca43576cdc
AI2,100,2549.58,48ca43576cdc
AI3,100,2556.51,48ca43576cdc
AI4,100,2572.63,48ca43576cdc
AI5,100,2557.09,48ca43576cdc
AI6,100,2579.4,48ca43576cdc
AI7,100,2945.53,48ca43576cdc
AI0,200,2941.41,48ca43576cdc
AI1,200,2935.57,48ca43576cdc
AI2,200,2551.73,48ca43576cdc
AI3,200,2567.03,48ca43576cdc
AI4,200,2568.75,48ca43576cdc
AI5,200,2578.94,48ca43576cdc
AI6,200,2585.71,48ca43576cdc
AI7,200,2930.5,48ca43576cdc
AI0,500,2940.26,48ca43576cdc
AI1,500,2940.24,48ca43576cdc
AI2,500,2558.58,48ca43576cdc
AI3,500,2557.6,48ca43576cdc
AI4,500,2566.38,48ca43576cdc
AI5,500,2573.11,48ca43576cdc
AI6,500,2576.05,48ca43576cdc
AI7,500,2931.06,48ca43576cdc
AI0,1000,2935.7,48ca43576cdc
AI1,1000,2937.44,48ca43576cdc
AI2,1000,2555.43,48ca43576cdc
AI3,1000,2562.93,48ca43576cdc
AI4,1000,2564.28,48ca43576cdc
AI5,1000,2576.6,48ca43576cdc
AI6,1000,2585.96,48ca43576cdc
AI7,1000,2940.33,48ca43576cdc
AI0,2000,2935.96,48ca43576cdc
AI1,2000,2940.09,48ca43576cdc
AI2,2000,2567.24,48ca43576cdc
AI3,2000,2570.13,48ca43576cdc
AI4,2000,2573.0,48ca43576cdc
AI5,2000,2575.14,48ca43576cdc
AI6,2000,2577.03,48ca43576cdc
AI7,2000,2938.37,48ca43576cdc
AI0,1,2919.0,48ca43576cdc
AI1,1,2819.0,48ca43576cdc
AI2,1,2482.0,48ca43576cdc
AI3,1,2522.0,48ca43576cdc
AI4,1,2641.0,48ca43576cdc
