Samples averaged,Raw X,Raw Y,Raw Z,QTPy identifier
2,0.360001,-0.5,20.08,24ec4a1dd628
2,0.360001,0.5,20.08,24ec4a1dd628
2,-0.139999,-0.5,21.58,24ec4a1dd628
2,0.360001,-1.0,21.58,24ec4a1dd628
2,0.360001,-0.5,20.58,24ec4a1dd628
2,0.360001,0.5,20.58,24ec4a1dd628
2,-0.139999,0.5,20.58,24ec4a1dd628
2,0.360001,-1.0,19.58,24ec4a1dd628
2,-0.139999,-0.5,20.58,24ec4a1dd628
2,-0.139999,-0.5,20.58,24ec4a1dd628
2,0.860001,-1.0,20.08,24ec4a1dd628
5,-0.34,0.3,20.48,24ec4a1dd628
5,-0.139999,-0.5,20.08,24ec4a1dd628
5,-0.34,-0.3,20.48,24ec4a1dd628
5,-0.139999,-0.3,20.48,24ec4a1dd628
5,-0.139999,0.1,20.28,24ec4a1dd628
5,0.0600004,-0.0999999,20.68,24ec4a1dd628
5,-0.139999,0.1,20.88,24ec4a1dd628
5,0.26,-0.0999999,21.08,24ec4a1dd628
5,0.26,-0.0999999,20.48,24ec4a1dd628
5,-0.139999,0.3,20.68,24ec4a1dd628
5,0.46,-0.3,21.28,24ec4a1dd628
5,0.26,-0.3,20.28,24ec4a1dd628
5,-0.34,0.3,20.48,24ec4a1dd628
5,0.0600004,-0.0999999,21.28,24ec4a1dd628
5,-0.139999,0.3,20.28,24ec4a1dd628
5,0.26,0.1,21.08,24ec4a1dd628
5,0.46,-0.7,20.48,24ec4a1dd628
5,-0.139999,0.7,20.28,24ec4a1dd628
5,-0.34,0.9,20.28,24ec4a1dd628
5,0.26,-0.0999999,20.48,24ec4a1dd628
5,0.0600004,-0.0999999,21.28,24ec4a1dd628
5,-0.34,-0.3,20.48,24ec4a1dd628
5,-0.139999,-0.0999999,20.28,24ec4a1dd628
5,0.0600004,0.1,20.68,24ec4a1dd628
5,0.26,0.5,19.88,24ec4a1dd628
5,0.66,-0.3,20.48,24ec4a1dd628
5,0.26,-0.3,20.68,24ec4a1dd628
5,0.0600004,-0.3,21.08,24ec4a1dd628
5,-0.74,-0.0999999,21.08,24ec4a1dd628
5,-0.539999,-0.3,20.28,24ec4a1dd628
10,-0.139999,0.1,20.18,24ec4a1dd628
10,-0.139999,0.1,20.48,24ec4a1dd628
10,0.0600004,-0.4,20.28,24ec4a1dd628
10,0.0600004,0.1,20.58,24ec4a1dd628
10,0.16,-0.0999999,20.78,24ec4a1dd628
10,-0.04,-0.3,20.88,24ec4a1dd628
10,0.16,-0.0999999,20.18,24ec4a1dd628
10,0.0600004,-0.0999999,20.58,24ec4a1dd628
10,0.16,-0.0999999,20.78,24ec4a1dd628
10,0.0600004,-0.2,20.38,24ec4a1dd628
10,0.0600004,0.3,20.28,24ec4a1dd628
10,0.16,0.2,20.18,24ec4a1dd628
10,-0.24,0.2,20.18,24ec4a1dd628
10,0.360001,0.0,20.28,24ec4a1dd628
10,0.0600004,0.1,20.08,24ec4a1dd628
10,-0.04,-0.3,20.48,24ec4a1dd628
10,0.16,0.1,20.88,24ec4a1dd628
10,0.0600004,-0.3,20.48,24ec4a1dd628
10,-0.139999,-0.0999999,19.98,24ec4a1dd628
10,-0.04,-0.2,20.48,24ec4a1dd628
10,0.16,-0.0999999,20.68,24ec4a1dd628
10,0.26,0.1,20.38,24ec4a1dd628
10,-0.04,-0.2,20.68,24ec4a1dd628
10,0.16,0.0,20.38,24ec4a1dd628
10,0.360001,0.2,20.48,24ec4a1dd628
10,0.0600004,0.2,20.58,24ec4a1dd628
10,0.16,0.1,20.78,24ec4a1dd628
10,0.0600004,0.0,20.58,24ec4a1dd628
10,-0.24,0.4,20.18,24ec4a1dd628
10,-0.04,-0.0999999,20.68,24ec4a1dd628
20,0.0600004,-0.15,20.68,24ec4a1dd628
20,0.0600004,-0.0499997,20.88,24ec4a1dd628
20,0.21,-0.0499997,20.68,24ec4a1dd628
20,0.16,-0.15,20.43,24ec4a1dd628
20,0.16,-0.25,20.48,24ec4a1dd628
20,0.0600004,0.0500002,20.63,24ec4a1dd628
20,0.110001,0.0,20.68,24ec4a1dd628
20,-0.139999,0.1,20.58,24ec4a1dd628
20,0.16,-0.0499997,20.78,24ec4a1dd628
20,0.16,0.4,20.78,24ec4a1dd628
20,0.16,-0.0499997,20.28,24ec4a1dd628
20,0.0600004,-0.35,20.38,24ec4a1dd628
20,-0.24,0.0500002,20.83,24ec4a1dd628
20,0.21,-0.4,20.78,24ec4a1dd628
20,-0.04,0.0,20.48,24ec4a1dd628
20,0.0100002,-0.15,20.33,24ec4a1dd628
20,-0.19,0.2,20.48,24ec4a1dd628
20,0.110001,-0.2,20.38,24ec4a1dd628
20,0.16,0.15,20.53,24ec4a1dd628
20,0.0600004,-0.2,20.48,24ec4a1dd628
20,-0.04,0.1,20.63,24ec4a1dd628
20,-0.0900002,-0.2,20.63,24ec4a1dd628
20,-0.24,0.15,20.53,24ec4a1dd628
20,-0.0900002,0.15,20.63,24ec4a1dd628
20,0.16,-0.3,20.63,24ec4a1dd628
20,-0.0900002,0.15,20.43,24ec4a1dd628
20,0.21,-0.0499997,20.38,24ec4a1dd628
20,0.110001,0.1,20.58,24ec4a1dd628
20,0.0600004,-0.15,20.43,24ec4a1dd628
20,-0.0900002,-0.25,20.63,24ec4a1dd628
50,0.12,0.04,20.62,24ec4a1dd628
50,-0.04,0.0800004,20.68,24ec4a1dd628
50,0.12,-0.04,20.6,24ec4a1dd628
50,0.14,-0.0599999,20.62,24ec4a1dd628
50,-0.0199995,0.16,20.46,24ec4a1dd628
50,-0.0999994,0.1,20.52,24ec4a1dd628
50,0.18,-0.0799999,20.58,24ec4a1dd628
50,0.0600004,0.02,20.42,24ec4a1dd628
50,0.0600004,0.0,20.56,24ec4a1dd628
50,0.0799999,0.04,20.5,24ec4a1dd628
50,0.0,-0.0599999,20.72,24ec4a1dd628
50,0.0200005,0.0800004,20.48,24ec4a1dd628
50,0.16,-0.04,20.38,24ec4a1dd628
50,0.12,0.1,20.62,24ec4a1dd628
50,0.0799999,-0.0799999,20.32,24ec4a1dd628
50,-0.0199995,0.02,20.62,24ec4a1dd628
50,0.0600004,0.26,20.4,24ec4a1dd628
50,-0.04,-0.16,20.72,24ec4a1dd628
50,0.0600004,0.12,20.44,24ec4a1dd628
50,0.0799999,0.04,20.62,24ec4a1dd628
50,-0.0599995,-0.0599999,20.78,24ec4a1dd628
50,-0.0799999,0.04,20.36,24ec4a1dd628
50,0.0200005,-0.04,20.82,24ec4a1dd628
50,0.2,-0.2,20.28,24ec4a1dd628
50,0.1,0.16,20.54,24ec4a1dd628
50,0.1,-0.0999999,20.52,24ec4a1dd628
50,0.14,-0.14,20.5,24ec4a1dd628
50,0.0600004,-0.0599999,20.36,24ec4a1dd628
50,0.0799999,-0.14,20.66,24ec4a1dd628
50,0.18,0.0,20.52,24ec4a1dd628
100,0.0600004,0.0500002,20.63,24ec4a1dd628
100,0.0600004,-0.04,20.5,24ec4a1dd628
100,0.0500002,0.12,20.52,24ec4a1dd628
100,0.0799999,-0.14,20.5,24ec4a1dd628
100,-0.00999928,-0.0499997,20.54,24ec4a1dd628
100,0.0900002,0.0700002,20.53,24ec4a1dd628
100,0.0900002,-0.13,20.47,24ec4a1dd628
100,0.16,-0.14,20.6,24ec4a1dd628
100,0.1,-0.04,20.58,24ec4a1dd628
100,0.0799999,0.16,20.45,24ec4a1dd628
100,0.0,0.0100002,20.48,24ec4a1dd628
100,0.18,0.0599999,20.51,24ec4a1dd628
100,0.0799999,0.04,20.54,24ec4a1dd628
100,-0.0999994,0.1,20.55,24ec4a1dd628
100,0.0100002,-0.00999975,20.54,24ec4a1dd628
100,0.0300007,-0.02,20.36,24ec4a1dd628
100,-0.0900002,0.04,20.49,24ec4a1dd628
100,0.1,-0.0599999,20.53,24ec4a1dd628
100,0.0,-0.0999999,20.45,24ec4a1dd628
100,0.0700006,-0.02,20.57,24ec4a1dd628
100,0.0799999,0.0,20.54,24ec4a1dd628
100,0.0900002,0.0100002,20.62,24ec4a1dd628
100,0.12,-0.13,20.45,24ec4a1dd628
100,0.0300007,0.0,20.56,24ec4a1dd628
100,0.0300007,0.0100002,20.51,24ec4a1dd628
100,0.2,-0.0499997,20.67,24ec4a1dd628
100,0.0100002,0.0800004,20.6,24ec4a1dd628
100,0.0300007,0.0,20.53,24ec4a1dd628
100,0.17,0.02,20.58,24ec4a1dd628
100,0.0700006,0.0,20.58,24ec4a1dd628
200,0.0300007,0.0100002,20.58,24ec4a1dd628
200,0.0200005,-0.085,20.5,24ec4a1dd628
200,0.0650005,-0.02,20.565,24ec4a1dd628
200,0.00500011,-0.02,20.615,24ec4a1dd628
200,0.0700006,-0.0799999,20.54,24ec4a1dd628
200,0.085,-0.0949998,20.56,24ec4a1dd628
200,0.0200005,-0.0549998,20.525,24ec4a1dd628
200,0.0100002,-0.0299997,20.515,24ec4a1dd628
200,0.13,-0.0899997,20.46,24ec4a1dd628
200,0.0300007,-0.04,20.59,24ec4a1dd628
200,0.0500002,0.105,20.495,24ec4a1dd628
200,0.105,-0.0349998,20.58,24ec4a1dd628
200,0.04,0.0800004,20.55,24ec4a1dd628
200,0.0250006,-0.0299997,20.54,24ec4a1dd628
200,0.0700006,-0.0549998,20.69,24ec4a1dd628
200,-0.0249996,-0.0549998,20.505,24ec4a1dd628
200,0.125,-0.15,20.52,24ec4a1dd628
200,0.0250006,-0.0449996,20.575,24ec4a1dd628
200,0.0600004,-0.0899997,20.52,24ec4a1dd628
200,0.0500002,0.0300002,20.575,24ec4a1dd628
200,0.085,-0.0599999,20.44,24ec4a1dd628
200,-0.0349998,-0.0149999,20.47,24ec4a1dd628
200,0.0349998,0.02,20.675,24ec4a1dd628
200,0.00500011,0.0300002,20.51,24ec4a1dd628
200,0.04,0.145,20.54,24ec4a1dd628
200,0.0100002,-0.00999975,20.53,24ec4a1dd628
200,-0.0199995,0.0599999,20.53,24ec4a1dd628
200,0.14,-0.0549998,20.605,24ec4a1dd628
200,-0.0500002,0.085,20.63,24ec4a1dd628
200,0.0650005,-0.0149999,20.605,24ec4a1dd628
500,0.00199986,0.026,20.536,24ec4a1dd628
500,0.0640001,-0.0239997,20.572,24ec4a1dd628
500,0.0679998,-0.00199986,20.572,24ec4a1dd628
500,0.0500002,-0.026,20.56,24ec4a1dd628
500,0.0340004,-0.0139999,20.576,24ec4a1dd628
500,0.0620003,0.0100002,20.616,24ec4a1dd628
500,0.0580006,0.00200033,20.57,24ec4a1dd628
500,0.0460005,0.0240002,20.608,24ec4a1dd628
500,0.0600004,-0.0079999,20.56,24ec4a1dd628
500,0.00199986,0.0160003,20.506,24ec4a1dd628
500,-0.0199995,0.0760002,20.574,24ec4a1dd628
500,0.0600004,0.0160003,20.596,24ec4a1dd628
500,0.0620003,-0.0899997,20.612,24ec4a1dd628
500,0.0440006,-0.0179996,20.592,24ec4a1dd628
500,-0.0219994,0.0240002,20.628,24ec4a1dd628
500,0.0340004,-0.026,20.512,24ec4a1dd628
500,0.0560007,0.046,20.536,24ec4a1dd628
500,0.0440006,0.00200033,20.64,24ec4a1dd628
500,0.0679998,-0.00399971,20.558,24ec4a1dd628
500,0.0240002,0.0280004,20.536,24ec4a1dd628
1000,0.026,-0.00999975,20.548,24ec4a1dd628
1000,0.0340004,-0.0119996,20.58,24ec4a1dd628
1000,0.0340004,-0.00899982,20.566,24ec4a1dd628
1000,0.0819998,0.0280004,20.576,24ec4a1dd628
1000,0.0600004,-0.039,20.592,24ec4a1dd628
1000,0.0360003,-0.00499964,20.566,24ec4a1dd628
1000,0.066,0.0210004,20.592,24ec4a1dd628
1000,0.0690002,0.00300026,20.52,24ec4a1dd628
1000,0.0300007,0.0010004,20.574,24ec4a1dd628
1000,0.0390005,-0.0309997,20.561,24ec4a1dd628
1000,0.0230007,0.00300026,20.572,24ec4a1dd628
1000,0.0340004,0.00800037,20.628,24ec4a1dd628
1000,0.0720005,0.026,20.557,24ec4a1dd628
1000,0.117001,0.0420003,20.557,24ec4a1dd628
1000,0.0489998,0.0110002,20.557,24ec4a1dd628
1000,0.0489998,0.00800037,20.55,24ec4a1dd628
1000,0.0869999,0.0010004,20.592,24ec4a1dd628
1000,0.0740004,0.0480003,20.55,24ec4a1dd628
1000,0.0580006,0.0290003,20.603,24ec4a1dd628
1000,0.0810003,-0.0159998,20.548,24ec4a1dd628
2000,0.0640001,0.0205002,20.6005,24ec4a1dd628
2000,0.0565004,0.00750017,20.582,24ec4a1dd628
2000,0.0625,0.000500202,20.6035,24ec4a1dd628
2000,0.0679998,-0.00349998,20.5875,24ec4a1dd628
2000,0.0550003,-0.00199986,20.5785,24ec4a1dd628
2000,0.0555,0.0210004,20.5935,24ec4a1dd628
2000,0.0384998,-0.00250006,20.6005,24ec4a1dd628
2000,0.0425005,-0.0204997,20.599,24ec4a1dd628
2000,0.0370007,-0.0204997,20.5905,24ec4a1dd628
2000,0.0240002,-0.0190001,20.5975,24ec4a1dd628
2000,0.0504999,-0.0239997,20.5725,24ec4a1dd628
2000,0.0445004,0.0105,20.6065,24ec4a1dd628
2000,0.0700006,0.000500202,20.594,24ec4a1dd628
2000,0.0780001,-0.00600004,20.5715,24ec4a1dd628
2000,0.1,-0.00199986,20.5905,24ec4a1dd628
2000,0.0560007,-0.0214996,20.609,24ec4a1dd628
2000,0.059,-0.0165,20.614,24ec4a1dd628
2000,0.0460005,-0.0149999,20.6055,24ec4a1dd628
2000,0.0355005,0.00650024,20.5905,24ec4a1dd628
2000,0.0845003,-0.0264997,20.5745,24ec4a1dd628
